key	value
QUEST_TRIGGER_SWEEPFINISH_SUFFIX	Cleared (lv6-12)
QUEST_HUNTIN_HOGS_NAME	Huntin' Hogs
QUEST_HUNTIN_HOGS_DESCRIPTION	Your soul is as strong as ever, little one. Why don't we try something a little more... well, <i>daring?</i>\n\n<color=cyan>There is a small passage tucked away within the Outer Sanctum,</color> swarming with awful creatures known as Mekboars. They brand devastating weapons on their heads, looking to pick a fight with anyone who treads on their turf... \n\nIf you would, <color=yellow>display your skill by slaying 20 Mekboars and gather 15 of their spears.</color>\n\nReturn to me when you have...
QUEST_HUNTIN_HOGS_COMPLETE_RETURN_MESSAGE	Return to Angela in Sanctum.
QUEST_KILLING_TOMB_NAME	Killing Tomb
QUEST_KILLING_TOMB_DESCRIPTION	You'll soon be bearing witness to an atrocity, lost one. <color=cyan>The Sanctum Catacombs nearby have been stirring up noise for a while now.</color> I do not have the time or patience to put up with their nonsense. \n\nThis is your first challenge to prove your worth to this world. <color=yellow>Make haste to the Catacombs, and slay 10 Mini Geists alongside 2 Geists.</color> I will see that you will be worthy for the further tasks ahead once you have done this test. \n\n<color=cyan>Speak to Angela for further instructions if you haven't done so. Without her assistance, you will not gain entry to the Catacombs.</color>\n
QUEST_KILLING_TOMB_COMPLETE_RETURN_MESSAGE	Return to Enok in Sanctum.
QUEST_MASTERY_OF_BLADES_NAME	Mastery of Blades
QUEST_MASTERY_OF_BLADES_DESCRIPTION	You seem to be using your strength rather well, lost one. <color=yellow>Take this scroll.</color> <color=cyan>Reading it will allow you to bolster your power using one-handed melee weapons.</color> Focus well, and you will be able to charge attack and jump attack against your enemies with devastating force.\n\n<color=yellow>Come back to me anytime if you reconsider your choice. I will provide as many scrolls as you need. Remember that your scroll will vanish if you lose it.</color>
QUEST_MASTERY_OF_BLADES_COMPLETE_RETURN_MESSAGE	Return to Enok in Sanctum.
QUEST_TRIGGER_USEMELEESCROLL_PREFIX	Melee Mastery Scroll
QUEST_TRIGGER_USEMELEESCROLL_SUFFIX	read
QUEST_MASTERY_OF_HAMMERS_NAME	Mastery of Hammers
QUEST_MASTERY_OF_HAMMERS_DESCRIPTION	<color=cyan>It takes immense strength to use heavy weapons, lost one.</color> I see that you have potential in using them. <color=yellow>If you think you can handle this burden of war, take this scroll.</color> <color=cyan>Reading it will teach you what there is to know in smashing your foes into bloody pieces.</color>\n\n<color=yellow>Come back to me anytime if you reconsider your choice. I will provide as many scrolls as you need. Remember that your scroll will vanish if you lose it.</color>
QUEST_MASTERY_OF_HAMMERS_COMPLETE_RETURN_MESSAGE	Return to Enok in Sanctum.
QUEST_TRIGGER_USEHEAVYMELEESCROLL_PREFIX	H. Melee Mastery Scroll
QUEST_TRIGGER_USEHEAVYMELEESCROLL_SUFFIX	read
QUEST_MASTERY_OF_SPEARS_NAME	Mastery of Spears
QUEST_MASTERY_OF_SPEARS_DESCRIPTION	Polearms bring me back to a nostalgic time of training. Much like other melee weapons, <color=cyan>they are viable tools of war.</color> I see a spark in your eye, lost one. <color=yellow>Take this scroll, as it will teach you to apply higher skill to your use of polearms.</color>\n\n<color=yellow>Come back to me anytime if you reconsider your choice. I will provide as many scrolls as you need. Remember that your scroll will vanish if you lose it.</color>
QUEST_MASTERY_OF_SPEARS_COMPLETE_RETURN_MESSAGE	Return to Enok in Sanctum.
QUEST_TRIGGER_USEPOLEARMSCROLL_PREFIX	Polearm Mastery Scroll
QUEST_TRIGGER_USEPOLEARMSCROLL_SUFFIX	read
QUEST_STRENGTH_AND_HONOR_NAME	Strength and Honor
QUEST_STRENGTH_AND_HONOR_DESCRIPTION	The time has come to make the ultimate decision, lost one. I see that the strength and skill you have gathered has been more than sufficent <color=cyan>to bring forth your true colors of becoming a Fighter.</color>\n\nBecoming a Fighter will make you a living threat against the evil monstrosities that coat this world. <color=yellow>Take this tome.</color> Once read, you will join me in our effort to divide the darkness.\n\n<color=yellow>If you happen to lose your tome undecided, return to me. I can provide as many as you need.</color> <color=cyan>Keep in mind, reading this tome is irreversible.</color>
QUEST_STRENGTH_AND_HONOR_COMPLETE_RETURN_MESSAGE	Return to Enok in Sanctum.
QUEST_TRIGGER_GETFIGHTERCLASS_PREFIX	Tome of the Fighter
QUEST_TRIGGER_GETFIGHTERCLASS_SUFFIX	read
QUEST_ERADICATING_THE_UNDEAD_NAME	Eradicating the Undead
QUEST_ERADICATING_THE_UNDEAD_DESCRIPTION	The time is now, lost one. <color=cyan>The Sanctum Catacombs finally uncovered its true self, and the moment to strike where the undead least expect it is here.</color> As foolish and aimless as they are, the undead in this incantation are ruthless in their power.\n\nThese monstrosities must be stopped before they aim to further corrupt our land. <color=yellow>Slay 15 Miasma, 10 Hellsludge, and 20 Poltergeists. You can find them in the hardest Sanctum Catacombs.</color> Let the undead suffer our wrath, no survivors.\n
QUEST_ERADICATING_THE_UNDEAD_COMPLETE_RETURN_MESSAGE	Return to Enok in Sanctum.
QUEST_PURGING_THE_GROVE_NAME	Purging the Grove
QUEST_PURGING_THE_GROVE_DESCRIPTION	<color=cyan>The Crescent Grove is a malice to this world.</color> The creatures that swarm within the grove are not up to snuff to our standards, lost one. Silence them, and put their corrupted minds to rest.\n\n<color=yellow>Destroy 20 Deadwoods, 10 Carbuncles, 10 Red and Blue Minchrooms, and 15 Monoliths.</color> Return to me at once when your task is completed.\n
QUEST_PURGING_THE_GROVE_COMPLETE_RETURN_MESSAGE	Return to Enok in Sanctum.
QUEST_REVILING_THE_RAGEBOARS_NAME	Reviling the Rageboars
QUEST_REVILING_THE_RAGEBOARS_DESCRIPTION	The Rageboars in Tuul Valley are cowards. To think they can stand a chance against us is laughable.\n\n<color=cyan>Deep in the Valley is a temple, overrun with the damn things.</color> These devious boars were constructed by an ominous evil being that has no remorse for this world. We will discuss of her when your time is ready, lost one. For now, we must focus on what you can handle.\n\n<color=yellow>Slay 20 Rageboars. They are hidden within the temple I have spoken of, in Tuul Valley.</color> Be advised that going deep in the temple can get you killed if you're not careful.\n
QUEST_REVILING_THE_RAGEBOARS_COMPLETE_RETURN_MESSAGE	Return to Enok in Sanctum.
QUEST_THE_COLOSSUS_NAME	The Colossus
QUEST_THE_COLOSSUS_DESCRIPTION	I see that you have aligned yourself well against the foes in Crescent Keep. Good work, lost one. <color=cyan>It is time now to take a step further beyond the Keep, to the Crescent Grove.</color> What you will witness there is a foul swarm of dark magics, with many of our fallen kind from ages past embracing the corruption.\n\nThere are two brothers, whom I was once familiar with. They are now wicked Carbuncles, meeting the same fate the others have. <color=cyan>The brothers created a golem, one that is capable of tearing the world asunder.</color> We must put an end to their cowardice. <color=yellow>Destroy the Colossus, then return to me.</color>\n\n<color=yellow>If you haven't done so, speak to Angela. She can guide you to the Crescent Grove.</color>\n
QUEST_THE_COLOSSUS_COMPLETE_RETURN_MESSAGE	Return to Enok in Sanctum.
QUEST_PURGING_THE_UNDEAD_NAME	Purging the Undead
QUEST_PURGING_THE_UNDEAD_DESCRIPTION	<color=cyan>The Sanctum Catacombs is a never ending hellscape, driven in a goal to bring Sanctum to its knees.</color> Fortunately for us, they're too stupid to realize who they're dealing with. The amount of patience I have with these pathetic creatures is running thin.\n\n<color=cyan>With the privledge of my strength imbued with your soul, we can make the undead scream in agony together.</color> <color=yellow>Slay 15 Toxins, 10 Deathgels, and 20 Geists. You can find them in the normal Sanctum Catacombs.</color> This should be a humourous reminder for the undead to know exactly who controls this land.\n
QUEST_PURGING_THE_UNDEAD_COMPLETE_RETURN_MESSAGE	Return to Enok in Sanctum.
QUEST_THE_VOICE_OF_ZUULNERUDA_NAME	The Voice of Zuulneruda
QUEST_THE_VOICE_OF_ZUULNERUDA_DESCRIPTION	Listen. <i>Do you hear it?</i> There's a faint sound of laughter in the distance, coming from the Catacombs. <color=cyan>Within it is an entity that is the manifestation that continues to reanimate the dead.</color>\n\n<color=cyan>This entity is named Lord Zuulneruda.</color> A "Geistlord", one of the higher elites in the undead ranks. He must be purged. <color=yellow>Seek Zuulneruda, and kill him. He is hidden within the medium layer of the corrupted portal.</color>\n\nHurry, lost one... time is of the essence. <color=yellow>Return to me when his blood is in your hands.</color>\n\n<color=cyan>[Defeat Lord Zuulneruda in the (LV6-12) Sanctum Catacombs.]</color>
QUEST_THE_VOICE_OF_ZUULNERUDA_COMPLETE_RETURN_MESSAGE	Return to Enok in Sanctum.
QUEST_GHOSTLY_GOODS_NAME	Ghostly Goods
QUEST_GHOSTLY_GOODS_DESCRIPTION	Y'know, I could use somethin' of your help, if ya don't mind! <color=cyan>If you're up to it, I'll let you in on a secret too-- but keep it on the hush hush!</color>\n\nI'm lookin' for a special combination of ghostly goods, <color=cyan>the type that can be mixed into a fine lil' powder that makes you invisible!</color> \n\nIf ya could, <color=yellow>fetch me some Ghostdusts from them undead fellas, and a handful of those weird lil' collars the Geists wear from the Catacombs!</color>\n\nCome back when ya got a good amount of em', ya hear?\n\n<color=cyan>Oh! Make sure ya speak to Angela before ya head on over' there! She can open the way into the Catacombs real easy!</color>\n
QUEST_GHOSTLY_GOODS_COMPLETE_RETURN_MESSAGE	Return to Sally in Sanctum.
QUEST_SUMMORE_SPECTRAL_POWDER_NAME	Summore' Spectral Powder!
QUEST_SUMMORE_SPECTRAL_POWDER_DESCRIPTION	Mmm-hm! What'd ya think of that powder, hun? Pretty nifty, <i>right?</i>\n\nSay, if ya want summore, how bout' you fetch some Ghostdust and Geist Collars? I won't be needin' as many as before. <color=cyan>Keepin' mind-- the Sanctum Catacombs is the best place to get the stuff!</color>\n\n<color=yellow>Bring me... about 20 Ghostdusts and 8 Geist Collars,</color> and I'll whip up nother' batch for ya! <i>I'll make it bigger too.</i>
QUEST_SUMMORE_SPECTRAL_POWDER_COMPLETE_RETURN_MESSAGE	Return to Sally in Sanctum.
QUEST_DEVIOUS_PACT_NAME	Devious Pact
QUEST_DEVIOUS_PACT_DESCRIPTION	Well look at that! Haven't ya been busy? <color=cyan>I've been meanin' to let ya in on somethin', but it'll only be between us and a spare few!</color>\n\nI take it ya like shiny things-- coins and loot? Or maybe disorienting your foes? I can help ya with that... <color=cyan>Believe it or not, I am the Bandit Guardian!</color> We all work hard for our business, <i>even if it takes certain methods to get our way.</i>\n\n<color=yellow>Take this, and consider joining me and my crew! Keepin' mind ya can't revert your choice. If ya lose your tome, come back again!</color>
QUEST_DEVIOUS_PACT_COMPLETE_RETURN_MESSAGE	Return to Sally in Sanctum.
QUEST_TRIGGER_GETBANDITCLASS_PREFIX	Tome of the Bandit
QUEST_TRIGGER_GETBANDITCLASS_SUFFIX	read
QUEST_MAKIN_A_VILE_BLADE_NAME	Makin' a Vile Blade
QUEST_MAKIN_A_VILE_BLADE_DESCRIPTION	<color=cyan>You've been at the Crescent Keep, right?</color> Last I've heard, that place is swarmin' with those lil' halitosis-ridden critters! We're not sure what to call em', <color=cyan>so we just call em' Mouths to keep things simple.</color>\n\nMaybe we can make somethin' just to give them a taste of their own breath! <color=yellow>Bring me a Rude Blade, 5 Mouth Bitterteeth, 3 Slimek Eyes, and 10 Deathgel Cores!</color> We'll make that blade as vile as they are, hun!\n\n<color=cyan>You can find a Rude Blade in the Crescent Keep, Slimeks in the Effold Terrace, and Deathgels in the normal Sanctum Catacombs!</color>\n\n
QUEST_MAKIN_A_VILE_BLADE_COMPLETE_RETURN_MESSAGE	Return to Sally in Sanctum.
QUEST_MAKIN_A_WIZWAND_NAME	Makin' a Wizwand
QUEST_MAKIN_A_WIZWAND_DESCRIPTION	<color=cyan>Ya ever see those strange Wizboars, hun?</color> Those fellas always look so happy. Believe me though, they're vicious lil' things!\n\nMaybe we can build a smaller, but easier to use scepter that functions like one of theirs, yeah? <color=yellow>Bring me 1 Wizboar Scepter, 5 Blightwood Sticks and 5 Blightwood Logs!</color> Ya up to it?\n
QUEST_MAKIN_A_WIZWAND_COMPLETE_RETURN_MESSAGE	Return to Sally in Sanctum.
QUEST_MAKIN_MORE_VILE_BLADES_NAME	Makin' More Vile Blades
QUEST_MAKIN_MORE_VILE_BLADES_DESCRIPTION	<color=cyan>Ready to make another Vile Blade?</color> Alright!\n\n<color=yellow>Bring me a Rude Blade, 5 Mouth Bitterteeth, 3 Slimek Eyes, and 10 Deathgel Cores!</color>\n\n<color=cyan>You can find a Rude Blade in the Crescent Keep, Slimeks in the Effold Terrace, and Deathgels in the normal Sanctum Catacombs!</color>\n\n
QUEST_MAKIN_MORE_VILE_BLADES_COMPLETE_RETURN_MESSAGE	Return to Sally in Sanctum.
QUEST_MAKIN_MORE_WIZWANDS_NAME	Makin' More Wizwands
QUEST_MAKIN_MORE_WIZWANDS_DESCRIPTION	<color=cyan>Interested in makin' another Wizwand?</color> We can do that! It'll take the same amount of stuff, <i>juust</i> lettin' ya know.\n\n<color=yellow>Bring me 1 Wizboar Scepter, 5 Blightwood Sticks and 5 Blightwood Logs!</color> We'll get ya covered.\n\n
QUEST_MAKIN_MORE_WIZWANDS_COMPLETE_RETURN_MESSAGE	Return to Sally in Sanctum.
QUEST_MASTERY_OF_KATARS_NAME	Mastery of Katars
QUEST_MASTERY_OF_KATARS_DESCRIPTION	Hm! Well wouldn't ya know? I didn't think' I'd be offering such a thing, but I'll let you in on it. \n\nWay back then, I was always fightin' to dominate in the business, makin' sure things were gettin' taken care of. <color=cyan>In that time, I used special techniques usin' katars!</color> Sharp lil' things, able to slice and knock out competition in a heartbeat!\n\nIf you'd be interested in knowing some of that skill, I can teach ya! <color=yellow>Take this scroll. It'll give ya the boost you'd need to pummel them runts into the dirt!</color>\n\n<color=yellow>In case ya wanna think' it over twice, I'm always here to give another scroll if ya need it! Just know that the scroll will vanish if ya drop it, ya hear?</color>
QUEST_MASTERY_OF_KATARS_COMPLETE_RETURN_MESSAGE	Return to Sally in Sanctum.
QUEST_TRIGGER_USEKATARSCROLL_PREFIX	Katar Mastery Scroll
QUEST_TRIGGER_USEKATARSCROLL_SUFFIX	read
QUEST_MASTERY_OF_RANGE_NAME	Mastery of Range
QUEST_MASTERY_OF_RANGE_DESCRIPTION	<color=cyan>Ever thought you'd be interested in the know-how on usin' ranged weapons?</color> It may come as a shock to you hun, but I know my way around usin' em and takin' down things when the job needs to be done! Ranged weapons have been a lifesaver for me and my crew!\n\nIf you'd be interested in knowing some of that skill, I can teach ya! <color=yellow>Take this scroll. Learnin' it can give you the ability to use ranged weapons at their best potential!</color>\n\n<color=yellow>In case ya wanna think' it over twice, I'm always here to give another scroll if ya need it! Just know that the scroll will vanish if ya drop it, ya hear?</color>
QUEST_MASTERY_OF_RANGE_COMPLETE_RETURN_MESSAGE	Return to Sally in Sanctum.
QUEST_TRIGGER_USERANGEDSCROLL_PREFIX	Ranged Mastery Scroll
QUEST_TRIGGER_USERANGEDSCROLL_SUFFIX	read
QUEST_MAKIN_A_GOLEM_CHESTPIECE_NAME	Makin' a Golem Chestpiece
QUEST_MAKIN_A_GOLEM_CHESTPIECE_DESCRIPTION	<color=cyan>Them Golems in Crescent Keep are strong buggers!</color> Maybe we can take their cores and gems, make somethin' neat outta it! It'd be a chestpiece, a pretty strong one too!\n\n<color=yellow>Bring on over 10 Golem Cores, and 15 Golem Gems,</color> and we'll get that chestpiece made!\n
QUEST_MAKIN_A_GOLEM_CHESTPIECE_COMPLETE_RETURN_MESSAGE	Return to Sally in Sanctum.
QUEST_SUMMORE_GOLEM_CHESTPIECES_NAME	Summore' Golem Chestpieces
QUEST_SUMMORE_GOLEM_CHESTPIECES_DESCRIPTION	Oh? <color=cyan>Lookin' to make another Golem Chestpiece?</color> I'm gonna be needin' the same materials for it then, hun!\n\n<color=yellow>Bring on over 10 Golem Cores and 15 Golem Gems,</color> and we'll get that chestpiece made!\n
QUEST_SUMMORE_GOLEM_CHESTPIECES_COMPLETE_RETURN_MESSAGE	Return to Sally in Sanctum.
QUEST_MAKIN_A_RAGESPEAR_NAME	Makin' a Ragespear
QUEST_MAKIN_A_RAGESPEAR_DESCRIPTION	Hm, yep! Ya made a Mekspear before, I remember! <color=cyan>Wanna take it to the next level? Y'know, we could...</color>\n\n<color=yellow>Head on over to Tuul Valley, and wrangle them Rageboars for one of their spears!</color> They're a lil' tougher than what you've fought before, so stay focused, hun!\n\n<color=yellow>I'll need some hellsludge cores too, bout' 15 of them, to keep it all together. They're from them Hellsludges in the hardest Sanctum Catacombs. Make sure ya got a Mekspear on hand too!</color>
QUEST_MAKIN_A_RAGESPEAR_COMPLETE_RETURN_MESSAGE	Return to Sally in Sanctum.
QUEST_MAKIN_MORE_RAGESPEARS_NAME	Makin' More Ragespears
QUEST_MAKIN_MORE_RAGESPEARS_DESCRIPTION	<color=cyan>Lookin' to make another Ragespear, hun?</color> Alright! Here's what we're gonna' need:\n\n<color=yellow>1 Mekspear, 1 Rageboar Spear, and 15 Hellsludge Cores!</color>\n\n<color=cyan>Ya can find them Rageboars in Tuul Valley, and Hellsludges in the hardest Sanctum Catacombs.</color> Goodluck!
QUEST_MAKIN_MORE_RAGESPEARS_COMPLETE_RETURN_MESSAGE	Return to Sally in Sanctum.
QUEST_MAKIN_A_MONOLITH_CHESTPIECE_NAME	Makin' a Monolith Chestpiece
QUEST_MAKIN_A_MONOLITH_CHESTPIECE_DESCRIPTION	<color=cyan>Still got that lil' Golem Chestpiece we made a while back?</color> Lemme tell ya, there's a way to make it <i>even better!</i>\n\n<color=cyan>In the Crescent Grove, there's a much, much stronger type of Golem that dwells there.</color> They are some real nasty buggers!\n\nLet's make a strong chestpiece outta their materials! <color=yellow>Bring me... a Golem Chestpiece, 15 Monolith Cores,  10 Monolith Gems, and lastly, 5 Cursed Notes from them Carbuncles in the Grove!</color>\n\n<i>Whaddya say?</i>\n
QUEST_MAKIN_A_MONOLITH_CHESTPIECE_COMPLETE_RETURN_MESSAGE	Return to Sally in Sanctum.
QUEST_SUMMORE_MONOLITH_CHESTPIECES_NAME	Summore' Monolith Chestpieces
QUEST_SUMMORE_MONOLITH_CHESTPIECES_DESCRIPTION	Ah! Lookin' for another Monolith Chestpiece, hm? Okay! Here's what we'll need for it:\n\n <color=yellow>Bring me... a Golem Chestpiece, 15 Monolith Cores,  10 Monolith Gems, and lastly, 5 Cursed Notes from them Carbuncles in the Grove!</color>\n\n<i>Whaddya say?</i>\n
QUEST_SUMMORE_MONOLITH_CHESTPIECES_COMPLETE_RETURN_MESSAGE	Return to Sally in Sanctum.
QUEST_MAKIN_A_MEKSPEAR_NAME	Makin' a Mekspear
QUEST_MAKIN_A_MEKSPEAR_DESCRIPTION	Heya hun'! <color=cyan>I've been thinkin' of somethin we could make. Perhaps somethin' like a powerful spear!</color> Y'know, them Mekboars look like they got somethin fierce with them spears on their lil' heads.\n\nHow bout this, give me... say, <color=yellow>1 spear from them Mekboars, and 15 Slimek Cores to keep it all together.</color> I'll make a nice partisan for ya in return. Sound good?\n\t
QUEST_MAKIN_A_MEKSPEAR_COMPLETE_RETURN_MESSAGE	Return to Sally in Sanctum.
QUEST_MAKIN_MORE_MEKSPEARS_NAME	Makin' More Mekspears
QUEST_MAKIN_MORE_MEKSPEARS_DESCRIPTION	<color=cyan>Lookin' to make another Mekspear?</color> Well, alright then!\n\nY'know the drill! I'll need... <color=yellow>1 spear from them Mekboars and 15 Slimek Cores to keep it together,</color> and I'll make a nice partisan for ya in return. Sound good?\n
QUEST_MAKIN_MORE_MEKSPEARS_COMPLETE_RETURN_MESSAGE	Return to Sally in Sanctum.
CONDITION_BURN_NAME	Burn
CONDITION_BURN_1_DESCRIPTION	Burning.
CONDITION_COLD_NAME	Cold
CONDITION_COLD_1_DESCRIPTION	Snared.
CONDITION_GASH_NAME	Gash
CONDITION_GASH_1_DESCRIPTION	Bleeding 3 damage every 0.4 sec.
CONDITION_POISON_NAME	Poison
CONDITION_POISON_1_DESCRIPTION	Poisoned.
CONDITION_VILEBLADE_POISON_NAME	Vileblade Poison
CONDITION_VILEBLADE_POISON_1_DESCRIPTION	Poisoned.
CONDITION_WEAKENING_NAME	Weakening
CONDITION_WEAKENING_0_DESCRIPTION	Defense lowered by 5.
CONDITION_CYRO_SLOW_NAME	Cyro Slow
CONDITION_CYRO_SLOW_0_DESCRIPTION	Cold. Movement slowed down.
CONDITION_DEFENSE_POTION_NAME	Defense Potion
CONDITION_DEFENSE_POTION_0_DESCRIPTION	Defense increased by 5.
CONDITION_DEFENSE_POTION_1_DESCRIPTION	Defense increased by 10.
CONDITION_EVASION_POTION_NAME	Evasion Potion
CONDITION_EVASION_POTION_0_DESCRIPTION	Evasion increased by 3%.
CONDITION_EVASION_POTION_1_DESCRIPTION	Evasion increased by 5%.
CONDITION_EVASION_POTION_2_DESCRIPTION	Evasion increased by 7%.
CONDITION_MGK_DEFENSE_POTION_NAME	Mgk. Defense Potion
CONDITION_MGK_DEFENSE_POTION_0_DESCRIPTION	Magic Defense increased by 5.
CONDITION_MGK_DEFENSE_POTION_1_DESCRIPTION	Magic Defense increased by 10.
CONDITION_REGENERATION_POTION_NAME	Regeneration Potion
CONDITION_REGENERATION_POTION_0_DESCRIPTION	Regenerating 3 health.
CONDITION_REGENERATION_POTION_1_DESCRIPTION	Regenerating 8 health.
CONDITION_SPECTRAL_POWDER_NAME	Spectral Powder
CONDITION_SPECTRAL_POWDER_0_DESCRIPTION	Vanished. Cancels on attack.
CONDITION_WISP_CURSE_NAME	Wisp Curse
CONDITION_WISP_CURSE_1_DESCRIPTION	Decreases all power stats by 2.
CONDITION_WISP_CURSE_2_DESCRIPTION	Decreases all power stats by 5.
CONDITION_WISP_CURSE_3_DESCRIPTION	Decreases all power stats by 10.
CONDITION_WISP_CURSE_4_DESCRIPTION	Siphoned for 5 health.
CONDITION_EXECUTE_NAME	Execute
CONDITION_EXECUTE_1_DESCRIPTION	
CONDITION_BOUNCE_NAME	Bounce
CONDITION_BOUNCE_1_DESCRIPTION	Evasion increased by 100%.
CONDITION_DEVIOUS_SIGNET_NAME	Devious Signet
CONDITION_DEVIOUS_SIGNET_1_DESCRIPTION	Evasion and critical strike chances increased by 5%. Max stamina increased by 5.
CONDITION_DEVIOUS_SIGNET_2_DESCRIPTION	Evasion and critical strike chances increased by 5%. Max stamina increased by 10.
CONDITION_DEVIOUS_SIGNET_3_DESCRIPTION	Evasion and critical strike chances increased by 10%. Max stamina increased by 10.
CONDITION_DEVIOUS_SIGNET_4_DESCRIPTION	Evasion and critical strike chances increased by 10%. Max stamina increased by 15.
CONDITION_DEVIOUS_SIGNET_5_DESCRIPTION	Evasion and critical strike chances increased by 15%. Max stamina increased by 15.
CONDITION_DEVIOUS_SIGNET_6_DESCRIPTION	Evasion and critical strike chances increased by 15%. Max stamina increased by 20.
CONDITION_KILLER_JAB_NAME	Killer Jab
CONDITION_KILLER_JAB_1_DESCRIPTION	Defense decreased by 10. Movement speed decreased by 20%.
CONDITION_MIST_VEIL_NAME	Mist Veil
CONDITION_MIST_VEIL_1_DESCRIPTION	Grants invisibility and heals 5 health every 1.2 seconds. Attacking will remove the effect.
CONDITION_MIST_VEIL_2_DESCRIPTION	Grants invisibility and heals 5 health every 1.2 seconds. Attacking will remove the effect.
CONDITION_MIST_VEIL_3_DESCRIPTION	Grants invisibility and heals 5 health every 1.2 seconds. Attacking will remove the effect.
CONDITION_MIST_VEIL_4_DESCRIPTION	Grants invisibility and heals 5 health every 1.2 seconds. Attacking will remove the effect.
CONDITION_PAY_DAY_NAME	Pay Day
CONDITION_PAY_DAY_1_DESCRIPTION	Stunned and mugged by a Bandit.
CONDITION_PAY_DAY_2_DESCRIPTION	Stunned and mugged by a Bandit.
CONDITION_PAY_DAY_3_DESCRIPTION	Stunned and mugged by a Bandit.
CONDITION_PAY_DAY_4_DESCRIPTION	Stunned and mugged by a Bandit.
CONDITION_VENOM_SHOT_NAME	Venom Shot
CONDITION_VENOM_SHOT_1_DESCRIPTION	Poisoned. Defense decreased by 3.
CONDITION_VENOM_SHOT_2_DESCRIPTION	Poisoned. Defense decreased by 6.
CONDITION_VENOM_SHOT_3_DESCRIPTION	Poisoned. Defense decreased by 9.
CONDITION_VENOM_SHOT_4_DESCRIPTION	Poisoned. Defense decreased by 12.
CONDITION_VENOM_SHOT_5_DESCRIPTION	Poisoned. Defense decreased by 15.
CONDITION_VENOM_SHOT_6_DESCRIPTION	Poisoned. Defense decreased by 18.
CONDITION_BLOOD_GUSH_NAME	Blood Gush
CONDITION_BLOOD_GUSH_1_DESCRIPTION	Bleeding.
CONDITION_BLOOD_GUSH_2_DESCRIPTION	Bleeding.
CONDITION_BLOOD_GUSH_3_DESCRIPTION	Bleeding.
CONDITION_BLOOD_GUSH_4_DESCRIPTION	Bleeding.
CONDITION_LETHAL_STRIKE_NAME	Lethal Strike
CONDITION_LETHAL_STRIKE_1_DESCRIPTION	Evasion increased by 100%.
CONDITION_RAGE_NAME	Rage
CONDITION_RAGE_1_DESCRIPTION	All power Stats increased by <color=yellow>5.</color>
CONDITION_RAGE_2_DESCRIPTION	All power Stats increased by <color=yellow>8.</color>
CONDITION_RAGE_3_DESCRIPTION	All power Stats increased by <color=yellow>15.</color>
CONDITION_RAGE_4_DESCRIPTION	All power Stats increased by <color=yellow>20.</color>
CONDITION_RAGE_5_DESCRIPTION	All power Stats increased by <color=yellow>25.</color>
CONDITION_RAGE_6_DESCRIPTION	All power Stats increased by <color=yellow>32.</color>
CONDITION_SHIELD_BASH_NAME	Shield Bash
CONDITION_SHIELD_BASH_1_DESCRIPTION	Stunned.
CONDITION_SHIELD_BASH_2_DESCRIPTION	Stunned.
CONDITION_SHIELD_BASH_3_DESCRIPTION	Stunned.
CONDITION_SHIELD_BASH_4_DESCRIPTION	Stunned.
CONDITION_STOMP_NAME	Stomp
CONDITION_STOMP_1_DESCRIPTION	Slowed by 25%. Defense lowered by 15.
CONDITION_BLINK_NAME	Blink
CONDITION_BLINK_1_DESCRIPTION	Blinked.
CONDITION_CROSS_FLASH_NAME	Cross Flash
CONDITION_CROSS_FLASH_1_DESCRIPTION	Decreases Magic Defense by 5.
CONDITION_CROSS_FLASH_2_DESCRIPTION	Decreases Magic Defense by 10.
CONDITION_CROSS_FLASH_3_DESCRIPTION	Decreases Magic Defense by 15.
CONDITION_CROSS_FLASH_4_DESCRIPTION	Decreases Magic Defense by 20.
CONDITION_FLUXSPEAR_NAME	Fluxspear
CONDITION_FLUXSPEAR_1_DESCRIPTION	Stunned.
CONDITION_FLUXSPEAR_2_DESCRIPTION	Stunned.
CONDITION_FLUXSPEAR_3_DESCRIPTION	Stunned.
CONDITION_FLUXSPEAR_4_DESCRIPTION	Stunned.
CONDITION_IMBUE_NAME	Imbue
CONDITION_IMBUE_1_DESCRIPTION	Magic Power increased by 5, Magic Defense by 5, and Max Mana increased by 10.
CONDITION_IMBUE_2_DESCRIPTION	Magic Power increased by 10, Magic Defense by 5, and Max Mana increased by 10.
CONDITION_IMBUE_3_DESCRIPTION	Magic Power increased by 15, Magic Defense by 10, and Max Mana increased by 20.
CONDITION_IMBUE_4_DESCRIPTION	Magic Power increased by 20, Magic Defense by 10, and Max Mana increased by 20.
CONDITION_IMBUE_5_DESCRIPTION	Magic Power increased by 25, Magic Defense by 15, and Max Mana increased by 25.
CONDITION_PRISM_NAME	Prism
CONDITION_PRISM_1_DESCRIPTION	Absorbs up to 10 damage.
CONDITION_PRISM_2_DESCRIPTION	Absorbs up to 20 damage.
CONDITION_PRISM_3_DESCRIPTION	Absorbs up to 30 damage.
CONDITION_PRISM_4_DESCRIPTION	Absorbs up to 40 damage.
CONDITION_PRISM_5_DESCRIPTION	Absorbs up to 50 damage.
CONDITION_RESTORA_NAME	Restora
CONDITION_RESTORA_1_DESCRIPTION	Healed by Restora.
CONDITION_ALACRITY_NAME	Alacrity
CONDITION_ALACRITY_1_DESCRIPTION	The next skill is instant with no cost to mana, health or stamina based skills.
CONDITION_INNER_FOCUS_NAME	Inner Focus
